模拟下注：贝斯,0 | 吉他,0 | 下注结果：【未命中】。2022-12-14 16:46:52 钢琴。本次回收：0。，总投入：0，总回收：0，实际收益：0，开关=1
模拟下注：小提琴,0 | 钢琴,0 | 下注结果：【命中】。2022-12-16 12:10:06 钢琴。本次回收：0。总投入：2170，总回收：1895，实际收益：-793，开关=2
****************************************
模拟下注：小提琴,0 | 贝斯,0 | 下注结果：【未命中】。2022-12-16 12:23:38 架子鼓。本次回收：0。，总投入：2170，总回收：1895，实际收益：-793，开关=2
****************************************
模拟下注：钢琴,0 | 贝斯,0 | 下注结果：【命中】。2022-12-16 12:26:32 钢琴。本次回收：0。总投入：2170，总回收：1895，实际收益：-793，开关=1
****************************************
模拟下注：小提琴,0 | 钢琴,0 | 下注结果：【未命中】。2022-12-16 12:27:30 贝斯。本次回收：0。，总投入：2170，总回收：1895，实际收益：-793，开关=2
****************************************
模拟下注：吉他,0 | 小提琴,0 | 下注结果：【未命中】。2022-12-16 12:28:28 贝斯。本次回收：0。，总投入：2170，总回收：1895，实际收益：-793，开关=1
****************************************
模拟下注：吉他,0 | 钢琴,0 | 下注结果：【未命中】。2022-12-16 12:35:14 小提琴。本次回收：0。，总投入：2170，总回收：1895，实际收益：-793，开关=2
****************************************
模拟下注：贝斯,0 | 小提琴,0 | 下注结果：【未命中】。2022-12-16 12:36:12 竖琴。本次回收：0。，总投入：2170，总回收：1895，实际收益：-793，开关=1
****************************************
模拟下注：贝斯,0 | 小提琴,0 | 下注结果：【未命中】。2022-12-16 12:38:08 吉他。本次回收：0。，总投入：2170，总回收：1895，实际收益：-793，开关=1
****************************************
模拟下注：吉他,0 | 小提琴,0 | 下注结果：【未命中】。2022-12-16 12:46:50 贝斯。本次回收：0。，总投入：2170，总回收：1895，实际收益：-793，开关=2
****************************************
模拟下注：钢琴,0 | 贝斯,0 | 下注结果：【未命中】。2022-12-16 12:47:48 吉他。本次回收：0。，总投入：2170，总回收：1895，实际收益：-793，开关=1
****************************************
模拟下注：钢琴,0 | 贝斯,0 | 下注结果：【命中】。2022-12-16 12:53:36 贝斯。本次回收：0。总投入：2170，总回收：1895，实际收益：-793，开关=1
****************************************
模拟下注：吉他,0 | 小提琴,0 | 下注结果：【命中】。2022-12-16 12:54:34 小提琴。本次回收：0。总投入：2170，总回收：1895，实际收益：-793，开关=2
****************************************
模拟下注：贝斯,1 | 钢琴,1 | 下注结果：【未命中】。2022-12-16 12:59:24 吉他。本次回收：0。，总投入：2172，总回收：1895，实际收益：-794，开关=1
****************************************
模拟下注：吉他,10 | 贝斯,10 | 下注结果：【未命中】。2022-12-16 13:03:16 小提琴。本次回收：0。，总投入：2192，总回收：1895，实际收益：-813，开关=1
****************************************
模拟下注：贝斯,100 | 钢琴,100 | 下注结果：【未命中】。2022-12-16 13:14:52 吉他。本次回收：0。，总投入：2392，总回收：1895，实际收益：-997，开关=1
****************************************
模拟下注：小提琴,0 | 吉他,0 | 下注结果：【未命中】。2022-12-16 13:20:40 贝斯。本次回收：0。，总投入：2392，总回收：1895，实际收益：-997，开关=1
****************************************
模拟下注：钢琴,0 | 小提琴,0 | 下注结果：【命中】。2022-12-16 13:29:22 钢琴。本次回收：0。总投入：2392，总回收：1895，实际收益：-997，开关=2
****************************************
模拟下注：钢琴,0 | 小提琴,0 | 下注结果：【命中】。2022-12-16 13:33:14 钢琴。本次回收：0。总投入：2392，总回收：1895，实际收益：-997，开关=2
****************************************
模拟下注：小提琴,1 | 钢琴,1 | 下注结果：【命中】。2022-12-16 13:37:06 小提琴。本次回收：5。总投入：2394，总回收：1900，实际收益：-995，开关=2
****************************************
模拟下注：钢琴,1 | 吉他,1 | 下注结果：【未命中】。2022-12-16 13:49:40 萨克斯风。本次回收：0。，总投入：2396，总回收：1900，实际收益：-997，开关=2
****************************************
模拟下注：钢琴,10 | 吉他,10 | 下注结果：【命中】。2022-12-16 13:51:36 钢琴。本次回收：50。总投入：2416，总回收：1950，实际收益：-984，开关=2
****************************************
模拟下注：小提琴,1 | 贝斯,1 | 下注结果：【未命中】。2022-12-16 13:59:20 吉他。本次回收：0。，总投入：2418，总回收：1950，实际收益：-986，开关=2
****************************************
模拟下注：吉他,10 | 贝斯,10 | 下注结果：【未命中】。2022-12-16 14:00:18 小提琴。本次回收：0。，总投入：2438，总回收：1950，实际收益：-1004，开关=2
****************************************
模拟下注：钢琴,100 | 吉他,100 | 下注结果：【命中】。2022-12-16 14:07:04 吉他。本次回收：500。总投入：2638，总回收：2450，实际收益：-871，开关=1
****************************************
模拟下注：钢琴,0 | 贝斯,0 | 下注结果：【命中】。2022-12-16 14:11:54 钢琴。本次回收：0。总投入：2638，总回收：2450，实际收益：-871，开关=2
****************************************
模拟下注：吉他,1 | 小提琴,1 | 下注结果：【命中】。2022-12-16 14:16:44 吉他。本次回收：5。总投入：2640，总回收：2455，实际收益：-869，开关=2
****************************************
模拟下注：小提琴,1 | 贝斯,1 | 下注结果：【命中】。2022-12-16 14:25:26 贝斯。本次回收：5。总投入：2642，总回收：2460，实际收益：-868，开关=2
****************************************
模拟下注：小提琴,1 | 贝斯,1 | 下注结果：【命中】。2022-12-16 14:28:20 小提琴。本次回收：5。总投入：2644，总回收：2465，实际收益：-867，开关=2
****************************************
模拟下注：小提琴,1 | 钢琴,1 | 下注结果：【未命中】。2022-12-16 14:39:56 圆号。本次回收：0。，总投入：2646，总回收：2465，实际收益：-869，开关=2
****************************************
模拟下注：贝斯,10 | 吉他,10 | 下注结果：【命中】。2022-12-16 14:48:38 贝斯。本次回收：50。总投入：2666，总回收：2515，实际收益：-855，开关=2
****************************************
模拟下注：贝斯,1 | 吉他,1 | 下注结果：【未命中】。2022-12-16 15:02:10 钢琴。本次回收：0。，总投入：2668，总回收：2515，实际收益：-857，开关=2
****************************************
模拟下注：小提琴,10 | 吉他,10 | 下注结果：【未命中】。2022-12-16 15:04:06 钢琴。本次回收：0。，总投入：2688，总回收：2515，实际收益：-875，开关=2
****************************************
模拟下注：钢琴,100 | 吉他,100 | 下注结果：【未命中】。2022-12-16 15:32:08 贝斯。本次回收：0。，总投入：2888，总回收：2515，实际收益：-1059，开关=1
****************************************
